registry_id	ligand	receptor	ligand_entity_type	receptor_entity_type	ligand_components	receptor_components	source_methods	source_resources	source_databases	source_record_ids	pathway_labels	interaction_annotations	evidence_notes	cofactor_annotations	species_scope	direct_lr_candidate
LRREG_000451	Apoe	Sdc2	gene	gene	Apoe	Sdc2	liana	mouseconsensus							mouse	true
LRREG_000452	Apoe	Sorl1	gene	gene	Apoe	Sorl1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000453	Apoe	Trem2	gene	gene	Apoe	Trem2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000454	Apoe	Trem2_Tyrobp	gene	complex	Apoe	Trem2|Tyrobp	cellchat	CellChatDB.mouse		APOE_TREM2_TYROBP	ApoE	Cell-Cell Contact	uniprot;PMID:27477015		mouse	true
LRREG_000455	Apoe	Vldlr	gene	gene	Apoe	Vldlr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000456	Apoo	Il1rapl1	gene	gene	Apoo	Il1rapl1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000457	Apoo	Il1rapl2	gene	gene	Apoo	Il1rapl2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000458	App	Adra2a	gene	gene	App	Adra2a	liana	mouseconsensus							mouse	true
LRREG_000459	App	Ager	gene	gene	App	Ager	liana	mouseconsensus							mouse	true
LRREG_000460	App	Aplp1	gene	gene	App	Aplp1	liana	mouseconsensus							mouse	true
LRREG_000461	App	Aplp2	gene	gene	App	Aplp2	liana	mouseconsensus							mouse	true
LRREG_000462	App	Bace1	gene	gene	App	Bace1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000463	App	Cd74	gene	gene	App	Cd74	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	APP_CD74	APP	Cell-Cell Contact	PMID: 19849849		mouse	true
LRREG_000464	App	Dcc	gene	gene	App	Dcc	liana	mouseconsensus							mouse	true
LRREG_000465	App	Flt1	gene	gene	App	Flt1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000466	App	Fpr2	gene	gene	App	Fpr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000467	App	Fpr3	gene	gene	App	Fpr3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000468	App	Gpc1	gene	gene	App	Gpc1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000469	App	Grm7	gene	gene	App	Grm7	liana	mouseconsensus							mouse	true
LRREG_000470	App	Lrp1	gene	gene	App	Lrp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000471	App	Lrp10	gene	gene	App	Lrp10	liana	mouseconsensus							mouse	true
LRREG_000472	App	Lrp6	gene	gene	App	Lrp6	liana	mouseconsensus							mouse	true
LRREG_000473	App	Mtnr1a	gene	gene	App	Mtnr1a	liana	mouseconsensus							mouse	true
LRREG_000474	App	Ncstn	gene	gene	App	Ncstn	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000475	App	Ngfr	gene	gene	App	Ngfr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000476	App	Notch2	gene	gene	App	Notch2	liana	mouseconsensus							mouse	true
LRREG_000477	App	Ptger2	gene	gene	App	Ptger2	liana	mouseconsensus							mouse	true
LRREG_000478	App	Rpsa	gene	gene	App	Rpsa	liana	mouseconsensus							mouse	true
LRREG_000479	App	Sorl1	gene	gene	App	Sorl1	cellchat|nichenet	CellChatDB.mouse|nichenet_v2_mouse_lr_network	omnipath	APP_SORL1	APP	Cell-Cell Contact	PMID: 24523320		mouse	true
LRREG_000480	App	Tnfrsf21	gene	gene	App	Tnfrsf21	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	APP_TNFRSF21	APP	Cell-Cell Contact	PMID: 33075465		mouse	true
LRREG_000481	App	Trem2_Tyrobp	gene	complex	App	Trem2|Tyrobp	cellchat	CellChatDB.mouse		APP_TREM2_TYROBP	APP	Cell-Cell Contact	PMID:27477013		mouse	true
LRREG_000482	App	Tspan12	gene	gene	App	Tspan12	liana	mouseconsensus							mouse	true
LRREG_000483	App	Tspan15	gene	gene	App	Tspan15	liana	mouseconsensus							mouse	true
LRREG_000484	App	Vldlr	gene	gene	App	Vldlr	liana	mouseconsensus							mouse	true
LRREG_000485	Areg	Egfr	gene	gene	Areg	Egfr	cellchat|nichenet	CellChatDB.mouse|nichenet_v2_mouse_lr_network	omnipath	AREG_EGFR	EGF	Secreted Signaling	KEGG: mmu04012		mouse	true
LRREG_000486	Areg	Egfr_Erbb2	gene	complex	Areg	Egfr|Erbb2	cellchat|liana	CellChatDB.mouse|mouseconsensus		AREG_EGFR_ERBB2	EGF	Secreted Signaling	KEGG: mmu04012		mouse	true
LRREG_000487	Areg	Erbb2	gene	gene	Areg	Erbb2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000488	Areg	Erbb3	gene	gene	Areg	Erbb3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000489	Areg	Mmp9	gene	gene	Areg	Mmp9	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000490	Arf1	Chrm3	gene	gene	Arf1	Chrm3	liana	mouseconsensus							mouse	true
LRREG_000491	Arf1	Insr	gene	gene	Arf1	Insr	liana	mouseconsensus							mouse	true
LRREG_000492	Arf1	Pld2	gene	gene	Arf1	Pld2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000493	Arf6	Pld1	gene	gene	Arf6	Pld1	liana	mouseconsensus							mouse	true
LRREG_000494	Arf6	Smap1	gene	gene	Arf6	Smap1	liana	mouseconsensus							mouse	true
LRREG_000495	Armh4	Tnfrsf11b	gene	gene	Armh4	Tnfrsf11b	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000496	Arpc5	Adrb2	gene	gene	Arpc5	Adrb2	liana	mouseconsensus							mouse	true
LRREG_000497	Arpc5	Ldlr	gene	gene	Arpc5	Ldlr	liana	mouseconsensus							mouse	true
LRREG_000498	Arpc5	Lrp2	gene	gene	Arpc5	Lrp2	liana	mouseconsensus							mouse	true
LRREG_000499	Artn	Gfra1	gene	gene	Artn	Gfra1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000500	Artn	Gfra1_Ret	gene	complex	Artn	Gfra1|Ret	cellchat|liana	CellChatDB.mouse|mouseconsensus		ARTN_GFRA1	GDNF	Secreted Signaling	PMID: 11544105		mouse	true
LRREG_000501	Artn	Gfra2	gene	gene	Artn	Gfra2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000502	Artn	Gfra3	gene	gene	Artn	Gfra3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000503	Artn	Gfra3_Ret	gene	complex	Artn	Gfra3|Ret	cellchat|liana	CellChatDB.mouse|mouseconsensus		ARTN_GFRA3	GDNF	Secreted Signaling	PMID: 11544105		mouse	true
LRREG_000504	Artn	Ncam1	gene	gene	Artn	Ncam1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000505	Artn	Ret	gene	gene	Artn	Ret	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000506	Asmt	Mtnr1a	gene	gene	Asmt	Mtnr1a	cellchat	CellChatDB.mouse		Melatonin-ASMT_MTNR1A	Melatonin	Non-protein Signaling	PMID: 26484897		mouse	true
LRREG_000507	Asmt	Mtnr1b	gene	gene	Asmt	Mtnr1b	cellchat	CellChatDB.mouse		Melatonin-ASMT_MTNR1B	Melatonin	Non-protein Signaling	PMID: 26484897		mouse	true
LRREG_000508	Atp1b1	Negr1	gene	gene	Atp1b1	Negr1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000509	Avp	Adcyap1r1	gene	gene	Avp	Adcyap1r1	liana	mouseconsensus							mouse	true
LRREG_000510	Avp	Adrb2	gene	gene	Avp	Adrb2	liana	mouseconsensus							mouse	true
LRREG_000511	Avp	Adrb3	gene	gene	Avp	Adrb3	liana	mouseconsensus							mouse	true
LRREG_000512	Avp	Aqp2	gene	gene	Avp	Aqp2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000513	Avp	Avpr1a	gene	gene	Avp	Avpr1a	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AVP_AVPR1A	AVP	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000514	Avp	Avpr1b	gene	gene	Avp	Avpr1b	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AVP_AVPR1B	AVP	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000515	Avp	Avpr2	gene	gene	Avp	Avpr2	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AVP_AVPR2	AVP	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000516	Avp	Gpr20	gene	gene	Avp	Gpr20	liana	mouseconsensus							mouse	true
LRREG_000517	Avp	Gpr84	gene	gene	Avp	Gpr84	liana	mouseconsensus							mouse	true
LRREG_000518	Avp	Ldlr	gene	gene	Avp	Ldlr	liana	mouseconsensus							mouse	true
LRREG_000519	Avp	Lrp2	gene	gene	Avp	Lrp2	liana	mouseconsensus							mouse	true
LRREG_000520	Avp	Oxtr	gene	gene	Avp	Oxtr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000521	Avp	Pth1r	gene	gene	Avp	Pth1r	liana	mouseconsensus							mouse	true
LRREG_000522	Avp	Ramp2	gene	gene	Avp	Ramp2	liana	mouseconsensus							mouse	true
LRREG_000523	Avp	Ramp3	gene	gene	Avp	Ramp3	liana	mouseconsensus							mouse	true
LRREG_000524	Avp	Tshr	gene	gene	Avp	Tshr	liana	mouseconsensus							mouse	true
LRREG_000525	Avp	Vipr1	gene	gene	Avp	Vipr1	liana	mouseconsensus							mouse	true
LRREG_000526	Azgp1	Itgav	gene	gene	Azgp1	Itgav	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000527	B2m	Cd247	gene	gene	B2m	Cd247	liana	mouseconsensus							mouse	true
LRREG_000528	B2m	Cd3d	gene	gene	B2m	Cd3d	liana	mouseconsensus							mouse	true
LRREG_000529	B2m	Cd3g	gene	gene	B2m	Cd3g	liana	mouseconsensus							mouse	true
LRREG_000530	B2m	Hfe	gene	gene	B2m	Hfe	liana	mouseconsensus							mouse	true
LRREG_000531	B2m	Klrc1	gene	gene	B2m	Klrc1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000532	B2m	Klrc2	gene	gene	B2m	Klrc2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000533	B2m	Klrc3	gene	gene	B2m	Klrc3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000534	B2m	Klrd1	gene	gene	B2m	Klrd1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000535	B2m	Tap1	gene	gene	B2m	Tap1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000536	B2m	Tap2	gene	gene	B2m	Tap2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000537	B2m	Tfrc	gene	gene	B2m	Tfrc	liana	mouseconsensus							mouse	true
LRREG_000538	BC053393	Cd300lb	gene	gene	BC053393	Cd300lb	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000539	BC053393	Igsf21	gene	gene	BC053393	Igsf21	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000540	BC053393	Siglec1	gene	gene	BC053393	Siglec1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000541	BC053393	Timd4	gene	gene	BC053393	Timd4	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000542	Bace1	App	gene	gene	Bace1	App	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000543	Bace1	Selplg	gene	gene	Bace1	Selplg	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000544	Bace2	App	gene	gene	Bace2	App	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000545	Bag6	Ncr3-ps	gene	gene	Bag6	Ncr3-ps	cellchat	CellChatDB.mouse		BAG6_NCR3-PS	BAG	Secreted Signaling	PMID: 30021652		mouse	true
LRREG_000546	Bcan	Egfr	gene	gene	Bcan	Egfr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000547	Bcan	Nrcam	gene	gene	Bcan	Nrcam	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000548	Bdnf	Drd4	gene	gene	Bdnf	Drd4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000549	Bdnf	Erbb2	gene	gene	Bdnf	Erbb2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000550	Bdnf	Gpr152	gene	gene	Bdnf	Gpr152	liana	mouseconsensus							mouse	true
LRREG_000551	Bdnf	Ngfr	gene	gene	Bdnf	Ngfr	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	BDNF_NGFR	NT	Secreted Signaling	uniprot		mouse	true
LRREG_000552	Bdnf	Ntrk2	gene	gene	Bdnf	Ntrk2	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	BDNF_NTRK2	NT	Secreted Signaling	PMID: 27908981	NGFR activation receptor	mouse	true
LRREG_000553	Bdnf	Sort1	gene	gene	Bdnf	Sort1	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	BDNF_SORT1	NT	Secreted Signaling	uniprot		mouse	true
LRREG_000554	Bgn	Fgfr3	gene	gene	Bgn	Fgfr3	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000555	Bgn	Ly96	gene	gene	Bgn	Ly96	liana	mouseconsensus							mouse	true
LRREG_000556	Bgn	Tlr1	gene	gene	Bgn	Tlr1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000557	Bgn	Tlr2	gene	gene	Bgn	Tlr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000558	Bgn	Tlr4	gene	gene	Bgn	Tlr4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000559	Bmp1	Bmpr1a	gene	gene	Bmp1	Bmpr1a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000560	Bmp1	Bmpr1b	gene	gene	Bmp1	Bmpr1b	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000561	Bmp1	Bmpr2	gene	gene	Bmp1	Bmpr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000562	Bmp10	Acvr1	gene	gene	Bmp10	Acvr1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000563	Bmp10	Acvr2a	gene	gene	Bmp10	Acvr2a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000564	Bmp10	Acvr2a_Acvrl1	gene	complex	Bmp10	Acvr2a|Acvrl1	liana	mouseconsensus							mouse	true
LRREG_000565	Bmp10	Acvr2b	gene	gene	Bmp10	Acvr2b	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000566	Bmp10	Acvr2b_Acvrl1	gene	complex	Bmp10	Acvr2b|Acvrl1	liana	mouseconsensus							mouse	true
LRREG_000567	Bmp10	Acvrl1	gene	gene	Bmp10	Acvrl1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000568	Bmp10	Acvrl1_Acvr2a	gene	complex	Bmp10	Acvrl1|Acvr2a	cellchat	CellChatDB.mouse		BMP10_ACVRL1_ACVR2A	BMP10	Secreted Signaling	KEGG: mmu04350; PMID:26893264; PMID: 25620979	BMP10 activation receptor	mouse	true
LRREG_000569	Bmp10	Acvrl1_Bmpr2	gene	complex	Bmp10	Acvrl1|Bmpr2	cellchat|liana	CellChatDB.mouse|mouseconsensus		BMP10_ACVRL1_BMPR2	BMP10	Secreted Signaling	KEGG: mmu04350; PMID:26893264; PMID: 25620979	BMP10 activation receptor	mouse	true
LRREG_000570	Bmp10	Bmpr1a	gene	gene	Bmp10	Bmpr1a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000571	Bmp10	Bmpr1b	gene	gene	Bmp10	Bmpr1b	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000572	Bmp10	Bmpr2	gene	gene	Bmp10	Bmpr2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000573	Bmp10	Eng	gene	gene	Bmp10	Eng	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000574	Bmp10	Ffar2	gene	gene	Bmp10	Ffar2	liana	mouseconsensus							mouse	true
LRREG_000575	Bmp10	Gpr152	gene	gene	Bmp10	Gpr152	liana	mouseconsensus							mouse	true
LRREG_000576	Bmp15	Actr2	gene	gene	Bmp15	Actr2	liana	mouseconsensus							mouse	true
LRREG_000577	Bmp15	Acvr1	gene	gene	Bmp15	Acvr1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000578	Bmp15	Acvr2a	gene	gene	Bmp15	Acvr2a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000579	Bmp15	Acvr2b	gene	gene	Bmp15	Acvr2b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000580	Bmp15	Bmpr1a	gene	gene	Bmp15	Bmpr1a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000581	Bmp15	Bmpr1b	gene	gene	Bmp15	Bmpr1b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000582	Bmp15	Bmpr1b_Bmpr2	gene	complex	Bmp15	Bmpr1b|Bmpr2	cellchat|liana	CellChatDB.mouse|mouseconsensus		BMP15_BMPR1B_BMPR2	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000583	Bmp15	Bmpr2	gene	gene	Bmp15	Bmpr2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000584	Bmp15	Tgfbr1	gene	gene	Bmp15	Tgfbr1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000585	Bmp2	Actr2	gene	gene	Bmp2	Actr2	liana	mouseconsensus							mouse	true
LRREG_000586	Bmp2	Acvr1	gene	gene	Bmp2	Acvr1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000587	Bmp2	Acvr2a	gene	gene	Bmp2	Acvr2a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000588	Bmp2	Acvr2a_Bmpr1a	gene	complex	Bmp2	Acvr2a|Bmpr1a	liana	mouseconsensus							mouse	true
LRREG_000589	Bmp2	Acvr2a_Bmpr1b	gene	complex	Bmp2	Acvr2a|Bmpr1b	liana	mouseconsensus							mouse	true
LRREG_000590	Bmp2	Acvr2b	gene	gene	Bmp2	Acvr2b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000591	Bmp2	Acvr2b_Bmpr1a	gene	complex	Bmp2	Acvr2b|Bmpr1a	liana	mouseconsensus							mouse	true
LRREG_000592	Bmp2	Acvr2b_Bmpr1b	gene	complex	Bmp2	Acvr2b|Bmpr1b	liana	mouseconsensus							mouse	true
LRREG_000593	Bmp2	Bmpr1a	gene	gene	Bmp2	Bmpr1a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000594	Bmp2	Bmpr1a_Acvr2a	gene	complex	Bmp2	Bmpr1a|Acvr2a	cellchat	CellChatDB.mouse		BMP2_BMPR1A_ACVR2A	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000595	Bmp2	Bmpr1a_Acvr2b	gene	complex	Bmp2	Bmpr1a|Acvr2b	cellchat	CellChatDB.mouse		BMP2_BMPR1A_ACVR2B	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000596	Bmp2	Bmpr1a_Bmpr2	gene	complex	Bmp2	Bmpr1a|Bmpr2	cellchat|liana	CellChatDB.mouse|mouseconsensus		BMP2_BMPR1A_BMPR2	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000597	Bmp2	Bmpr1b	gene	gene	Bmp2	Bmpr1b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000598	Bmp2	Bmpr1b_Acvr2a	gene	complex	Bmp2	Bmpr1b|Acvr2a	cellchat	CellChatDB.mouse		BMP2_BMPR1B_ACVR2A	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000599	Bmp2	Bmpr1b_Acvr2b	gene	complex	Bmp2	Bmpr1b|Acvr2b	cellchat	CellChatDB.mouse		BMP2_BMPR1B_ACVR2B	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000600	Bmp2	Bmpr1b_Bmpr2	gene	complex	Bmp2	Bmpr1b|Bmpr2	cellchat|liana	CellChatDB.mouse|mouseconsensus		BMP2_BMPR1B_BMPR2	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000601	Bmp2	Bmpr2	gene	gene	Bmp2	Bmpr2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000602	Bmp2	Eng	gene	gene	Bmp2	Eng	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000603	Bmp2	Gpc1	gene	gene	Bmp2	Gpc1	liana	mouseconsensus							mouse	true
LRREG_000604	Bmp2	Hjv	gene	gene	Bmp2	Hjv	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000605	Bmp2	Rgmb	gene	gene	Bmp2	Rgmb	liana	mouseconsensus							mouse	true
LRREG_000606	Bmp2	Smo	gene	gene	Bmp2	Smo	liana	mouseconsensus							mouse	true
LRREG_000607	Bmp3	Acvr1	gene	gene	Bmp3	Acvr1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000608	Bmp3	Acvr1b	gene	gene	Bmp3	Acvr1b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000609	Bmp3	Acvr1b_Acvr2a	gene	complex	Bmp3	Acvr1b|Acvr2a	liana	mouseconsensus							mouse	true
LRREG_000610	Bmp3	Acvr2a	gene	gene	Bmp3	Acvr2a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000611	Bmp3	Acvr2b	gene	gene	Bmp3	Acvr2b	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000612	Bmp3	Bmpr1a	gene	gene	Bmp3	Bmpr1a	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000613	Bmp3	Bmpr1b	gene	gene	Bmp3	Bmpr1b	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000614	Bmp3	Bmpr2	gene	gene	Bmp3	Bmpr2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000615	Bmp4	Acvr1	gene	gene	Bmp4	Acvr1	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000616	Bmp4	Acvr2a	gene	gene	Bmp4	Acvr2a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000617	Bmp4	Acvr2a_Bmpr1a	gene	complex	Bmp4	Acvr2a|Bmpr1a	liana	mouseconsensus							mouse	true
LRREG_000618	Bmp4	Acvr2a_Bmpr1b	gene	complex	Bmp4	Acvr2a|Bmpr1b	liana	mouseconsensus							mouse	true
LRREG_000619	Bmp4	Acvr2b	gene	gene	Bmp4	Acvr2b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000620	Bmp4	Acvr2b_Bmpr1a	gene	complex	Bmp4	Acvr2b|Bmpr1a	liana	mouseconsensus							mouse	true
LRREG_000621	Bmp4	Acvr2b_Bmpr1b	gene	complex	Bmp4	Acvr2b|Bmpr1b	liana	mouseconsensus							mouse	true
LRREG_000622	Bmp4	Bmpr1a	gene	gene	Bmp4	Bmpr1a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000623	Bmp4	Bmpr1a_Acvr2a	gene	complex	Bmp4	Bmpr1a|Acvr2a	cellchat	CellChatDB.mouse		BMP4_BMPR1A_ACVR2A	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000624	Bmp4	Bmpr1a_Acvr2b	gene	complex	Bmp4	Bmpr1a|Acvr2b	cellchat	CellChatDB.mouse		BMP4_BMPR1A_ACVR2B	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000625	Bmp4	Bmpr1a_Bmpr2	gene	complex	Bmp4	Bmpr1a|Bmpr2	cellchat|liana	CellChatDB.mouse|mouseconsensus		BMP4_BMPR1A_BMPR2	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
LRREG_000626	Bmp4	Bmpr1b	gene	gene	Bmp4	Bmpr1b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000627	Bmp4	Bmpr1b_Acvr2a	gene	complex	Bmp4	Bmpr1b|Acvr2a	cellchat	CellChatDB.mouse		BMP4_BMPR1B_ACVR2A	BMP	Secreted Signaling	KEGG: mmu04350; PMID:26893264	BMP inhibition receptor;BMP antagonist	mouse	true
