registry_id	ligand	receptor	ligand_entity_type	receptor_entity_type	ligand_components	receptor_components	source_methods	source_resources	source_databases	source_record_ids	pathway_labels	interaction_annotations	evidence_notes	cofactor_annotations	species_scope	direct_lr_candidate
LRREG_000191	Agrn	Lrp1	gene	gene	Agrn	Lrp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000192	Agrn	Lrp2	gene	gene	Agrn	Lrp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000193	Agrn	Lrp4	gene	gene	Agrn	Lrp4	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000194	Agrn	Musk	gene	gene	Agrn	Musk	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000195	Agrp	Mc1r	gene	gene	Agrp	Mc1r	liana	mouseconsensus							mouse	true
LRREG_000196	Agrp	Mc3r	gene	gene	Agrp	Mc3r	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000197	Agrp	Mc4r	gene	gene	Agrp	Mc4r	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000198	Agrp	Mc5r	gene	gene	Agrp	Mc5r	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000199	Agrp	Sdc1	gene	gene	Agrp	Sdc1	liana	mouseconsensus							mouse	true
LRREG_000200	Agrp	Sdc3	gene	gene	Agrp	Sdc3	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000201	Agt	Adra2a	gene	gene	Agt	Adra2a	liana	mouseconsensus							mouse	true
LRREG_000202	Agt	Agtr1a	gene	gene	Agt	Agtr1a	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AGT_AGTR1A	AGT	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000203	Agt	Agtr1b	gene	gene	Agt	Agtr1b	cellchat|nichenet	CellChatDB.mouse|nichenet_v2_mouse_lr_network	omnipath	AGT_AGTR1B	AGT	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000204	Agt	Agtr2	gene	gene	Agt	Agtr2	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AGT_AGTR2	AGT	Secreted Signaling	PMID: 20606419		mouse	true
LRREG_000205	Agt	Enpep	gene	gene	Agt	Enpep	liana	mouseconsensus							mouse	true
LRREG_000206	Agt	Grm7	gene	gene	Agt	Grm7	liana	mouseconsensus							mouse	true
LRREG_000207	Agt	Lrp2	gene	gene	Agt	Lrp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000208	Agt	Mas1	gene	gene	Agt	Mas1	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	AGT_MAS1	AGT	Secreted Signaling	KEGG: mmu04080		mouse	true
LRREG_000209	Agt	Mtnr1a	gene	gene	Agt	Mtnr1a	liana	mouseconsensus							mouse	true
LRREG_000210	Agt	Ren1	gene	gene	Agt	Ren1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000211	Ahsg	Insr	gene	gene	Ahsg	Insr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000212	Aimp1	Ntrk1	gene	gene	Aimp1	Ntrk1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000213	Akr1c14_Akr1c20_Akr1cl_Chrng	Ptgdr2	complex	gene	Akr1c14|Akr1c20|Akr1cl|Chrng	Ptgdr2	cellchat	CellChatDB.mouse		Prostaglandin-PGD2-AKR1C3_PTGDR2	Prostaglandin	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000214	Akr1c14_Akr1c20_Akr1cl_Chrng	Ptgfr	complex	gene	Akr1c14|Akr1c20|Akr1cl|Chrng	Ptgfr	cellchat	CellChatDB.mouse		PGF2a-AKR1C3_PTGFR	Prostaglandin	Non-protein Signaling	PMID: 34949672;PMID: 21508345		mouse	true
LRREG_000215	Akr1d1	Ar	gene	gene	Akr1d1	Ar	cellchat	CellChatDB.mouse		Testosterone-Testosterone-AKR1D1_AR	Testosterone	Non-protein Signaling	HMRbase;uniprot		mouse	true
LRREG_000216	Alb	B2m_Fcgrt	gene	complex	Alb	B2m|Fcgrt	liana	mouseconsensus							mouse	true
LRREG_000217	Alb	Lrp2	gene	gene	Alb	Lrp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000218	Alcam	Alcam	gene	gene	Alcam	Alcam	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000219	Alcam	Cd6	gene	gene	Alcam	Cd6	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000220	Alcam	Chl1	gene	gene	Alcam	Chl1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000221	Alcam	Nrp1	gene	gene	Alcam	Nrp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000222	Aldh1a1_Aldh1a7	Rara_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rara|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000223	Aldh1a1_Aldh1a7	Rara_Rxra_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rara|Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARA_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000224	Aldh1a1_Aldh1a7	Rarb_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rarb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000225	Aldh1a1_Aldh1a7	Rarb_Rxrb_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rarb|Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARB_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000226	Aldh1a1_Aldh1a7	Rarg_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rarg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000227	Aldh1a1_Aldh1a7	Rarg_Rxrg_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rarg|Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RARG_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000228	Aldh1a1_Aldh1a7	Rorb	complex	gene	Aldh1a1|Aldh1a7	Rorb	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RORB	RA	Non-protein Signaling	uniprot		mouse	true
LRREG_000229	Aldh1a1_Aldh1a7	Rxra_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000230	Aldh1a1_Aldh1a7	Rxrb_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000231	Aldh1a1_Aldh1a7	Rxrg_Crabp2	complex	complex	Aldh1a1|Aldh1a7	Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A1_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000232	Aldh1a2	Rara_Crabp2	gene	complex	Aldh1a2	Rara|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000233	Aldh1a2	Rara_Rxra_Crabp2	gene	complex	Aldh1a2	Rara|Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARA_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000234	Aldh1a2	Rarb_Crabp2	gene	complex	Aldh1a2	Rarb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000235	Aldh1a2	Rarb_Rxrb_Crabp2	gene	complex	Aldh1a2	Rarb|Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARB_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000236	Aldh1a2	Rarg_Crabp2	gene	complex	Aldh1a2	Rarg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000237	Aldh1a2	Rarg_Rxrg_Crabp2	gene	complex	Aldh1a2	Rarg|Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RARG_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000238	Aldh1a2	Rorb	gene	gene	Aldh1a2	Rorb	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RORB	RA	Non-protein Signaling	uniprot		mouse	true
LRREG_000239	Aldh1a2	Rxra_Crabp2	gene	complex	Aldh1a2	Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000240	Aldh1a2	Rxrb_Crabp2	gene	complex	Aldh1a2	Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000241	Aldh1a2	Rxrg_Crabp2	gene	complex	Aldh1a2	Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A2_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000242	Aldh1a3	Rara_Crabp2	gene	complex	Aldh1a3	Rara|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000243	Aldh1a3	Rara_Rxra_Crabp2	gene	complex	Aldh1a3	Rara|Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARA_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000244	Aldh1a3	Rarb_Crabp2	gene	complex	Aldh1a3	Rarb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000245	Aldh1a3	Rarb_Rxrb_Crabp2	gene	complex	Aldh1a3	Rarb|Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARB_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000246	Aldh1a3	Rarg_Crabp2	gene	complex	Aldh1a3	Rarg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000247	Aldh1a3	Rarg_Rxrg_Crabp2	gene	complex	Aldh1a3	Rarg|Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RARG_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000248	Aldh1a3	Rorb	gene	gene	Aldh1a3	Rorb	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RORB	RA	Non-protein Signaling	uniprot		mouse	true
LRREG_000249	Aldh1a3	Rxra_Crabp2	gene	complex	Aldh1a3	Rxra|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RXRA_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000250	Aldh1a3	Rxrb_Crabp2	gene	complex	Aldh1a3	Rxrb|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RXRB_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000251	Aldh1a3	Rxrg_Crabp2	gene	complex	Aldh1a3	Rxrg|Crabp2	cellchat	CellChatDB.mouse		RetinoicAcid-RA-ALDH1A3_RXRG_CRABP2	RA	Non-protein Signaling	uniprot;reactome		mouse	true
LRREG_000252	Alkal1	Alk	gene	gene	Alkal1	Alk	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000253	Alkal1	Ltk	gene	gene	Alkal1	Ltk	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000254	Alkal2	Alk	gene	gene	Alkal2	Alk	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000255	Alkal2	Ltk	gene	gene	Alkal2	Ltk	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000256	Alox12	Fpr-rs3	gene	gene	Alox12	Fpr-rs3	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR-RS3	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000257	Alox12	Fpr-rs4	gene	gene	Alox12	Fpr-rs4	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR-RS4	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000258	Alox12	Fpr-rs6	gene	gene	Alox12	Fpr-rs6	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR-RS6	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000259	Alox12	Fpr-rs7	gene	gene	Alox12	Fpr-rs7	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR-RS7	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000260	Alox12	Fpr2	gene	gene	Alox12	Fpr2	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR2	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000261	Alox12	Fpr3	gene	gene	Alox12	Fpr3	cellchat	CellChatDB.mouse		LipoxinA4-ALOX12_FPR3	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000262	Alox5_Alox5ap_Ltc4s	Fpr-rs3	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr-rs3	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR-RS3	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000263	Alox5_Alox5ap_Ltc4s	Fpr-rs4	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr-rs4	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR-RS4	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000264	Alox5_Alox5ap_Ltc4s	Fpr-rs6	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr-rs6	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR-RS6	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000265	Alox5_Alox5ap_Ltc4s	Fpr-rs7	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr-rs7	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR-RS7	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000266	Alox5_Alox5ap_Ltc4s	Fpr2	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr2	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR2	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000267	Alox5_Alox5ap_Ltc4s	Fpr3	complex	gene	Alox5|Alox5ap|Ltc4s	Fpr3	cellchat	CellChatDB.mouse		LipoxinA4-ALOX5_FPR3	LXA4	Non-protein Signaling	PMID: 33082511		mouse	true
LRREG_000268	Alox5ap	Alox5	gene	gene	Alox5ap	Alox5	nichenet	nichenet_v2_mouse_lr_network	nichenet_verschueren						mouse	true
LRREG_000269	Alox5ap_Alox5_Ltc4s_Akr1c6_Akr1c18	Cysltr1	complex	gene	Alox5ap|Alox5|Ltc4s|Akr1c6|Akr1c18	Cysltr1	cellchat	CellChatDB.mouse		LTC4-LTC4S_CYSLTR1	CysLTs	Non-protein Signaling	PMID:33753496		mouse	true
LRREG_000270	Alox5ap_Alox5_Ltc4s_Akr1c6_Akr1c18	Cysltr2	complex	gene	Alox5ap|Alox5|Ltc4s|Akr1c6|Akr1c18	Cysltr2	cellchat	CellChatDB.mouse		LTC4-LTC4S_CYSLTR2	CysLTs	Non-protein Signaling	PMID:33753496		mouse	true
LRREG_000271	Ambn	Cd63	gene	gene	Ambn	Cd63	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000272	Amelx	Cd63	gene	gene	Amelx	Cd63	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000273	Amelx	Lamp1	gene	gene	Amelx	Lamp1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000274	Amelx	Lamp2	gene	gene	Amelx	Lamp2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000275	Amh	Acvr1	gene	gene	Amh	Acvr1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000276	Amh	Acvr1_Amhr2	gene	complex	Amh	Acvr1|Amhr2	liana	mouseconsensus							mouse	true
LRREG_000277	Amh	Amhr2	gene	gene	Amh	Amhr2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000278	Amh	Amhr2_Acvr1	gene	complex	Amh	Amhr2|Acvr1	cellchat	CellChatDB.mouse		AMH_AMHR2_ACVR1	AMH	Secreted Signaling	KEGG: mmu04060		mouse	true
LRREG_000279	Amh	Amhr2_Bmpr1a	gene	complex	Amh	Amhr2|Bmpr1a	cellchat|liana	CellChatDB.mouse|mouseconsensus		AMH_AMHR2_BMPR1A	AMH	Secreted Signaling	KEGG: mmu04060		mouse	true
LRREG_000280	Amh	Amhr2_Bmpr1b	gene	complex	Amh	Amhr2|Bmpr1b	cellchat|liana	CellChatDB.mouse|mouseconsensus		AMH_AMHR2_BMPR1B	AMH	Secreted Signaling	PMID:22710174		mouse	true
LRREG_000281	Amh	Bmpr1a	gene	gene	Amh	Bmpr1a	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000282	Amh	Bmpr1b	gene	gene	Amh	Bmpr1b	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000283	Amh	Egfr	gene	gene	Amh	Egfr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000284	Amh	Grem2	gene	gene	Amh	Grem2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000285	Ang	Egfr	gene	gene	Ang	Egfr	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000286	Ang	Plxnb2	gene	gene	Ang	Plxnb2	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000287	Ang2	Egfr	gene	gene	Ang2	Egfr	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000288	Ang2	Plxnb2	gene	gene	Ang2	Plxnb2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000289	Ang4	Egfr	gene	gene	Ang4	Egfr	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000290	Ang4	Plxnb2	gene	gene	Ang4	Plxnb2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000291	Ang5	Egfr	gene	gene	Ang5	Egfr	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000292	Ang5	Plxnb2	gene	gene	Ang5	Plxnb2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000293	Ang6	Egfr	gene	gene	Ang6	Egfr	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000294	Ang6	Plxnb2	gene	gene	Ang6	Plxnb2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000295	Angpt1	Itga5	gene	gene	Angpt1	Itga5	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000296	Angpt1	Itgb1	gene	gene	Angpt1	Itgb1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000297	Angpt1	Tek	gene	gene	Angpt1	Tek	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ANGPT1_TEK	ANGPT	Secreted Signaling	PMID: 20651738	ANGPT inhibition receptor 1	mouse	true
LRREG_000298	Angpt1	Tie1	gene	gene	Angpt1	Tie1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000299	Angpt2	Itga5	gene	gene	Angpt2	Itga5	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000300	Angpt2	Itga5_Itgb1	gene	complex	Angpt2	Itga5|Itgb1	cellchat|liana	CellChatDB.mouse|mouseconsensus		ANGPT2_ITGA5_ITGB1	ANGPT	Secreted Signaling	PMID: 20651738; PMID: 25635707	ANGPT inhibition receptor 2	mouse	true
LRREG_000301	Angpt2	Itgb1	gene	gene	Angpt2	Itgb1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000302	Angpt2	Tek	gene	gene	Angpt2	Tek	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ANGPT2_TEK	ANGPT	Secreted Signaling	PMID: 20651738	ANGPT inhibition receptor 1	mouse	true
LRREG_000303	Angpt2	Tie1	gene	gene	Angpt2	Tie1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000304	Angpt4	Tek	gene	gene	Angpt4	Tek	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000305	Angpt4	Tie1	gene	gene	Angpt4	Tie1	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000306	Angptl1	Gm14548	gene	gene	Angptl1	Gm14548	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000307	Angptl1	Gm15448	gene	gene	Angptl1	Gm15448	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000308	Angptl1	Itga1	gene	gene	Angptl1	Itga1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000309	Angptl1	Itga1_Itgb1	gene	complex	Angptl1	Itga1|Itgb1	cellchat|liana	CellChatDB.mouse|mouseconsensus		ANGPTL1_ITGA1_ITGB1	ANGPTL	Secreted Signaling	PMID: 24478758		mouse	true
LRREG_000310	Angptl1	Itgb1	gene	gene	Angptl1	Itgb1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000311	Angptl1	Lilra5	gene	gene	Angptl1	Lilra5	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000312	Angptl1	Lilra6	gene	gene	Angptl1	Lilra6	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000313	Angptl1	Pira1	gene	gene	Angptl1	Pira1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000314	Angptl1	Pira12	gene	gene	Angptl1	Pira12	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000315	Angptl1	Pira13	gene	gene	Angptl1	Pira13	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000316	Angptl1	Pira2	gene	gene	Angptl1	Pira2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000317	Angptl1	Pira6	gene	gene	Angptl1	Pira6	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000318	Angptl1	Pirb	gene	gene	Angptl1	Pirb	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ANGPTL1_PIRB	ANGPTL	Secreted Signaling	PMID: 24478758		mouse	true
LRREG_000319	Angptl1	Tek	gene	gene	Angptl1	Tek	liana|nichenet	mouseconsensus|nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000320	Angptl2	Gm14548	gene	gene	Angptl2	Gm14548	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000321	Angptl2	Gm15448	gene	gene	Angptl2	Gm15448	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000322	Angptl2	Itga5	gene	gene	Angptl2	Itga5	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000323	Angptl2	Itga5_Itgb1	gene	complex	Angptl2	Itga5|Itgb1	cellchat|liana	CellChatDB.mouse|mouseconsensus		ANGPTL2_ITGA5_ITGB1	ANGPTL	Secreted Signaling	PMID: 24478758		mouse	true
LRREG_000324	Angptl2	Itgb1	gene	gene	Angptl2	Itgb1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000325	Angptl2	Lilra5	gene	gene	Angptl2	Lilra5	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000326	Angptl2	Lilra6	gene	gene	Angptl2	Lilra6	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000327	Angptl2	Pira1	gene	gene	Angptl2	Pira1	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000328	Angptl2	Pira12	gene	gene	Angptl2	Pira12	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000329	Angptl2	Pira13	gene	gene	Angptl2	Pira13	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000330	Angptl2	Pira2	gene	gene	Angptl2	Pira2	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000331	Angptl2	Pira6	gene	gene	Angptl2	Pira6	nichenet	nichenet_v2_mouse_lr_network	omnipath						mouse	true
LRREG_000332	Angptl2	Pirb	gene	gene	Angptl2	Pirb	cellchat|liana|nichenet	CellChatDB.mouse|mouseconsensus|nichenet_v2_mouse_lr_network	omnipath	ANGPTL2_PIRB	ANGPTL	Secreted Signaling	PMID: 24478758		mouse	true
