"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"
"M23B-P2-R-000118"	"23B"	"M23B-EVID-000118"	"PMID:10982388; PMCID:PMC14963; DOI:10.1091/mbc.11.9.2885; PMID:10196234; DOI:10.1074/jbc.274.16.11408"	"PMID:10982388; PMCID:PMC14963; DOI:10.1091/mbc.11.9.2885; PMID:10196234; DOI:10.1074/jbc.274.16.11408; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC14963.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC14963/"	"10982388"	"PMC14963"	"10.1091/mbc.11.9.2885"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMID7531696_21378271_10196234_11358957_10982388_7798222_9858782.xml"	"Cell contact-dependent activation of alpha3beta1 integrin modulates endothelial cell responses to thrombospondin-1."	"L Chandrasekaran; C Z He; H Al-Barazi; H C Krutzsch; M L Iruela-Arispe; D D Roberts"	"2000"	"Molecular biology of the cell"	"Thrombospondin-1 (TSP1) can inhibit angiogenesis by interacting with endothelial cell CD36 or proteoglycan receptors. We have now identified alpha3beta1 integrin as an additional receptor for TSP1 that modulates angiogenesis and the in vitro behavior of endothelial cells. Recognition of TSP1 and an alpha3beta1 integrin-binding peptide from TSP1 by normal endothelial cells is induced after loss of cell-cell contact or ligation of CD98. Although confluent endothelial cells do not spread on a TSP1 substrate, alpha3beta1 integrin mediates efficient spreading on TSP1 substrates of endothelial cells deprived of cell-cell contact or vascular endothelial cadherin signaling. Activation of this integrin is independent of proliferation, but ligation of the alpha3beta1 integrin modulates endothelial cell proliferation. In solution, both intact TSP1 and the alpha3beta1 integrin-binding peptide from TSP1 inhibit proliferation of sparse endothelial cell cultures independent of their CD36 expression. However, TSP1 or the same peptide immobilized on the substratum promotes their proliferation. The TSP1 peptide, when added in solution, specifically inhibits endothelial cell migration and inhibits angiogenesis in the chick chorioallantoic membrane, whereas a fragment of TSP1 containing this sequence stimulates angiogenesis. Therefore, recognition of immobilized TSP1 by alpha3beta1 integrin may stimulate endothelial cell proliferation and angiogenesis. Peptides that inhibit this interaction are a novel class of angiogenesis inhibitors."	"https://pubmed.ncbi.nlm.nih.gov/10982388/"
"M23B-P2-R-000135"	"23B"	"M23B-EVID-000135"	"PMID:20884877; PMCID:PMC2993182; DOI:10.1161/CIRCRESAHA.110.232371; PMID:16099885"	"PMID:20884877; PMCID:PMC2993182; DOI:10.1161/CIRCRESAHA.110.232371; PMID:16099885; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2993182.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/"	"20884877"	"PMC2993182"	"10.1161/CIRCRESAHA.110.232371"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Thrombospondin-4 regulates vascular inflammation and atherogenesis."	"Frolova EG; Pluskota E; Krukovets I; Burke T; Drumm C; Smith JD; Blech L; Febbraio M; Bornstein P; Plow EF; Stenina OI"	"2010"	"Circulation research"	""	"https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/"
"M23B-P2-R-000344"	"23B"	"M23B-EVID-000412"	"PMCID:PMC1895591; PMID:16788103; PMID:7523416; DOI:10.1182/blood-2002-03-0806"	"PMCID:PMC1895591; PMID:16788103; PMID:7523416; DOI:10.1182/blood-2002-03-0806; https://pmc.ncbi.nlm.nih.gov/articles/PMC1895591/; local sources=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B069_vwf_gpIb_PMC1895591_full.xml and retry_C23B069_vwf_gpIb_7523416_core.json"	"16788103"	"PMC1895591"	"10.1182/blood-2006-01-011817"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Bruton tyrosine kinase is essential for botrocetin/VWF-induced signaling and GPIb-dependent thrombus formation in vivo."	"Liu J; Fitzgerald ME; Berndt MC; Jackson CW; Gartner TK"	"2006"	"Blood"	""	"https://pmc.ncbi.nlm.nih.gov/articles/PMC1895591/"
"M24B-P2-R-000065"	"24B"	"M24B-EVID-000065"	"PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826"	"PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826; https://pubmed.ncbi.nlm.nih.gov/11786503/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B279_kinin_PAR2_complement_NK1_pubmed.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B280_tachykinin_NK_pubmed.xml"	"11786503"	"PMC1573107"	"10.1038/sj.bjp.0704443"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B280_tachykinin_NK_pubmed.xml"	"Pharmacological profile of the novel mammalian tachykinin, hemokinin 1."	"Francesca Bellucci; Francesca Carini; Claudio Catalani; Paola Cucchi; Alessandro Lecci; Stefania Meini; Riccardo Patacchini; Laura Quartara; Renzo Ricci; Manuela Tramontana; Sandro Giuliani; Carlo Alberto Maggi"	"2002"	"British journal of pharmacology"	"1. The effects of the novel mammalian tachykinin, hemokinin 1 (HEK-1), have been investigated by radioligand binding and functional in vitro and in vivo experiments. 2. Similar to SP (K(i)=0.13 nM), HEK-1 inhibited in a concentration-dependent manner and with high affinity [(3)H]-substance P (SP) binding to human NK(1) receptor (K(i)=0.175 nM) while its affinity for [(125)I]-neurokinin A (NKA) binding at human NK(2) receptor was markedly lower (K(i)=560 nM). 3. In isolated bioassays HEK-1 was a full agonist at tachykinin NK(1), NK(2) and NK(3) receptors. In the rat urinary bladder (RUB) HEK-1 was about 3 fold less potent than SP. In the rabbit pulmonary artery (RPA) HEK-1 and in the guinea-pig ileum (GPI), HEK-1 was about 500 fold less potent than NKA and NKB, respectively. 4. The responses to HEK-1 were antagonized by GR 82334 in RUB (pK(B)=5.6+/-0.07), by nepadutant in RPA (pK(B)=8.6+/-0.04) and by SR 142801 in GPI (pK(B)=9.0+/-0.2) with apparent affinities comparable to that measured against tachykinin NK(1), NK(2) and NK(3) receptor-selective agonists, respectively. 5. Intravenous HEK-1 produced dose-related decrease of blood pressure in anaesthetized guinea-pigs (ED(50)=0.1 nmol kg(-1)) and salivary secretion in anaesthetized rats (ED(50)=6 nmol kg(-1)) with potencies similar to that of SP. All these effects were blocked by the selective tachykinin NK(1) receptor antagonist, SR 140333. 6. We conclude that HEK-1 is a full agonist at tachykinin NK(1), NK(2) and NK(3) receptors, possesses a remarkable selectivity for NK(1) as compared to NK(2) or NK(3) receptors and acts in vivo experiments with potency similar to that of SP."	"https://pubmed.ncbi.nlm.nih.gov/11786503/"
"M24B-P2-R-000069"	"24B"	"M24B-EVID-000069"	"PMID:1374246; PMID:7688872"	"PMID:1374246; PMID:7688872; https://pubmed.ncbi.nlm.nih.gov/1374246/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"1374246"	""	"10.1016/0006-291x(92)90685-e"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"cDNA sequence and heterologous expression of the human neurokinin-3 receptor."	"R R Huang; A H Cheung; K E Mazina; C D Strader; T M Fong"	"1992"	"Biochemical and biophysical research communications"	"Functional cDNA clones encoding the human neurokinin-3 receptor were isolated from human brain mRNA. The cloned human neurokinin-3 receptor was expressed in COS cells and Xenopus oocytes, where peptide binding affinity and intracellular effector activation were determined. Neurokinin B is the most potent agonist, followed by eledoisin, substance K and substance P. The binding affinities of these peptides at the human neurokinin-3 receptor differ quantitatively from the rat receptor, implying a functional consequence of the sequence divergence between the two species. Heterologous expression in oocytes revealed that, unlike the neurokinin-1 receptor, the efficacy of ion channel activation mediated by the neurokinin-3 receptor does not approximate the binding affinity. The heterologous expression of the human neurokinin-3 receptor will facilitate further investigation into its biochemical functions."	"https://pubmed.ncbi.nlm.nih.gov/1374246/"
"M24B-P2-R-000070"	"24B"	"M24B-EVID-000070"	"PMID:1374246; PMID:7688872"	"PMID:1374246; PMID:7688872; https://pubmed.ncbi.nlm.nih.gov/7688872/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"7688872"	""	"10.1016/0143-4179(93)90001-q"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"Characterization of the binding of [125I-iodo-histidyl, methyl-Phe7] neurokinin B to the neurokinin-3 receptor."	"S Sadowski; R R Huang; T M Fong; O Marko; M A Cascieri"	"1993"	"Neuropeptides"	"We have characterized the binding of [125I-iodo-histidyl, methyl Phe7]neurokinin B (125I-NKB) to the human neurokinin-3 (NK3) receptor. 125I-NKB specifically binds to the NK3 receptor expressed in CHO cells with a Kd of 0.2 nM. The ligand displays little crossreactivity with the human NK1 and NK2 receptors. The binding of 125I-NKB to the human NK3 receptor and to rat cortex membranes is inhibited by neurokinin B with IC50 of 1.5 nM and 4 nM, respectively. In contrast, 350- to 500-fold higher concentrations of substance P and neurokinin A are required to inhibit binding to either receptor preparation. The data suggest that 125I-NKB is a high affinity, selective ligand for the human and rat NK3 receptor."	"https://pubmed.ncbi.nlm.nih.gov/7688872/"
"M24B-P2-R-000071"	"24B"	"M24B-EVID-000071"	"PMID:9276127; PMID:7688872"	"PMID:9276127; PMID:7688872; https://pubmed.ncbi.nlm.nih.gov/9276127/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"9276127"	""	""	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B280_tachykinin_NK_pubmed.xml"	"Neurokinin receptors (NK1, NK2) in the mouse: a pharmacological study."	"S Nsa Allogho; X K Nguyen-Le; F Gobeil; L H Pheng; D Regoli"	"1997"	"Canadian journal of physiology and pharmacology"	"Experiments were performed on strips of mouse stomach and urinary bladder to characterize the receptors involved in the contractile responses of these tissues to neurokinins (substance P (SP), neurokinin A (NKA), neurokinin B (NKB), and neuropeptide gamma (NP gamma). The neurokinin receptors were characterized by using assays with selective agonists as well as peptide and nonpeptide antagonists and by applying the two Schild criteria for receptor classification, namely, the order of potency of agonists and the apparent affinity of competitive antagonists. The mouse stomach contains primarily NK1 and NK2 functional sites and possibly some NK3 receptors, whereas the urinary bladder possesses only the NK2 receptor. The rank order of potency of agonists in the stomach is Ac[Arg6,Sar9,Met(O2)11]SP-(6-11) > NKA > SP > [beta-Ala8]NKA-(4-10) > NKB > [MePhe7]NKB. Among the selective agonists, Ac[Arg6,Sar9,Met(O2)11]SP-(6-11) is more active than SP and [Sar9,Met(O2)11]SP on the NK1 receptor, whereas the order of potency on the NK2 receptor is NKA > NP gamma > or = [beta-Ala8]NKA-(4-10) > [Nle10]NKA-(4-10). The order of potency of agonists in the bladder is NP gamma > NKA > [beta-Ala8]NKA-(4-10). The myotropic responses mediated by NK1 selective agonists are blocked by SR 140333 (pA2 8.57) and those mediated by the NK2 selective agonists are inhibited by SR 48968 (pA2 9.05). RP 67580 (pA2 8.41) is more active than CP 99994 (pA2 6.06) on the mouse NK1 receptor. The NK1 receptor of the mouse shows, therefore, a pharmacological profile similar to that of the NK1 receptor of the rat. Similarly, MEN 10627 (pA2 9.20) is more active than R 396 (pA2 6.21), suggesting that the mouse NK2 receptor is similar to that of the rabbit. The mouse NK2 receptor of the urinary bladder shows similarity with that of the stomach, but is less sensitive to [beta-Ala8]NKA-(4-10)."	"https://pubmed.ncbi.nlm.nih.gov/9276127/"
"M24B-P2-R-000072"	"24B"	"M24B-EVID-000072"	"PMID:1374246; PMID:7688872"	"PMID:1374246; PMID:7688872; DOI:10.1038/35007085; https://pubmed.ncbi.nlm.nih.gov/7688872/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"7688872"	""	"10.1016/0143-4179(93)90001-q"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B281_NKB_NK_pubmed.xml"	"Characterization of the binding of [125I-iodo-histidyl, methyl-Phe7] neurokinin B to the neurokinin-3 receptor."	"S Sadowski; R R Huang; T M Fong; O Marko; M A Cascieri"	"1993"	"Neuropeptides"	"We have characterized the binding of [125I-iodo-histidyl, methyl Phe7]neurokinin B (125I-NKB) to the human neurokinin-3 (NK3) receptor. 125I-NKB specifically binds to the NK3 receptor expressed in CHO cells with a Kd of 0.2 nM. The ligand displays little crossreactivity with the human NK1 and NK2 receptors. The binding of 125I-NKB to the human NK3 receptor and to rat cortex membranes is inhibited by neurokinin B with IC50 of 1.5 nM and 4 nM, respectively. In contrast, 350- to 500-fold higher concentrations of substance P and neurokinin A are required to inhibit binding to either receptor preparation. The data suggest that 125I-NKB is a high affinity, selective ligand for the human and rat NK3 receptor."	"https://pubmed.ncbi.nlm.nih.gov/7688872/"
"M24B-P2-R-000076"	"24B"	"M24B-EVID-000076"	"PMID:30359406; PMID:9276127; PMCID:PMC6201908"	"PMID:30359406; PMID:9276127; PMCID:PMC6201908; https://pubmed.ncbi.nlm.nih.gov/30359406/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B282_substanceP_NK_SCI_pubmed.xml"	"30359406"	"PMC6201908"	"10.1371/journal.pone.0205894"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B280_tachykinin_NK_pubmed.xml"	"Affinity, potency, efficacy, and selectivity of neurokinin A analogs at human recombinant NK2 and NK1 receptors."	"Nadia M J Rupniak; Elisabetta Perdona; Cristiana Griffante; Palmina Cavallini; Anna Sava; Daniel J Ricca; Karl B Thor; Edward C Burgard; Mauro Corsi"	"2018"	"PloS one"	"A series of peptide NK2 receptor agonists was evaluated for affinity, potency, efficacy, and selectivity at human recombinant NK2 and NK1 receptors expressed in CHO cells to identify compounds with the greatest separation between NK2 and NK1 receptor agonist activity. Binding studies were performed using displacement of [125I]-NKA binding to NK2 receptors and displacement of [3H]-Septide binding to NK1 receptors expressed in CHO cells. Functional studies examining the increase in intracellular calcium levels and cyclic AMP stimulation were performed using the same cell lines. A correlation was demonstrated between binding affinities (Ki) and potency to increase intracellular calcium (EC50) for NK2 and NK1 receptors. Ranking compounds by their relative affinity (Ki) or potency (EC50) at NK2 or NK1 receptors indicated that the most selective NK2 agonists tested were [Lys5,MeLeu9,Nle10]-NKA(4-10) (NK1/NK2 Ki ratio = 674; NK1/NK2 EC50 ratio = 105) and [Arg5,MeLeu9,Nle10]-NKA(4-10) (NK1/NK2 Ki ratio = 561; NK1/NK2 EC50 ratio = 70). The endogenous peptide, NKA, lacked selectivity with an NK1/NK2 Ki ratio = 20 and NK1/NK2 EC50 ratio = 1. Of the compounds selected for evaluation in cyclic AMP stimulation assays, [β-Ala8]-NKA(4-10) had the greatest selectivity for activation of NK2 over NK1 receptors (NK1/NK2 EC50 ratio = 244), followed by [Lys5,MeLeu9,Nle10]-NKA(4-10) (ratio = 74), and NKA exhibited marginal selectivity (ratio = 2.8)."	"https://pubmed.ncbi.nlm.nih.gov/30359406/"
"M24B-P2-R-000079"	"24B"	"M24B-EVID-000079"	"PMID:7686104; PMID:8137876; PMID:8836630"	"PMID:7686104; DOI:10.1016/0014-2999(93)90837-8; PMID:8137876; PMID:8836630; https://pubmed.ncbi.nlm.nih.gov/7686104/"	"7686104"	""	"10.1016/0014-2999(93)90837-8"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B283_P2Y14_NKA_pubmed.xml"	"Low-dose intrathecal clonidine releases tachykinins in rat spinal cord."	"L Luo; Z Wiesenfeld-Hallin"	"1993"	"European journal of pharmacology"	"In decerebrate, spinalized, unanesthetized rats, 37 pmol (10 ng) intrathecally injected clonidine facilitated the flexor reflex. This effect was blocked by the specific tachykinin antagonists CP-96,345, which acts at the NK1 receptor, and Men 10207, which acts at the NK2 receptor. Thus, low-dose intrathecal clonidine releases the tachykinins substance P and neurokinin A in the spinal cord."	"https://pubmed.ncbi.nlm.nih.gov/7686104/"
"M24B-P2-R-000156"	"24B"	"M24B-EVID-000156"	"PMID:9005985; PMID:9289016"	"PMID:9005985; PMID:9289016; https://pubmed.ncbi.nlm.nih.gov/9289016/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B298_PMID9005985_CCL11_CCR3_pubmed.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B300_PMID9289016_CCL5_CCR3_pubmed.xml"	"9289016"	""	"10.1021/bi970593z"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch065_pubmed_B022_pmids.xml"	"Distinct but overlapping epitopes for the interaction of a CC-chemokine with CCR1, CCR3 and CCR5."	"D R Pakianathan; E G Kuta; D R Artis; N J Skelton; C A Hébert"	"1997"	"Biochemistry"	"Chemokines play an important role in inflammation. The mechanism via which they bind to more than one receptor and activate them is not well understood. The chemokines are thought to interact with their receptors via two distinct sites, one necessary for binding and the other for activation of signal transduction. In this study we have used alanine scanning mutagenesis to identify residues on RANTES that specifically interact with its receptors CCR1, CCR3, and CCR5 for binding and activation. Residues within a potential receptor binding site known as the N-loop (residues 12-20) and near the N-terminus of RANTES were individually mutated to alanine. The results of this study show that, within the N-loop, the side chain of R17 is necessary for RANTES binding to CCR1, F12 for binding to CCR3, and F12 and I15 for binding to CCR5, thus forming distinct but overlapping binding epitopes. In addition, our finding that P2 is necessary for binding to CCR5 is the first to show that a residue near the N-terminus of a CC-chemokine is involved in binding to a receptor. We have also found that P2, D6, and T7 near the N-terminus are involved in activating signal transduction via CCR1, P2 and Y3 via CCR3, and Y3 and D6 via CCR5. These results indicate that RANTES interacts with each of its receptors in a distinct and specific manner and provide further evidence to support the two-site model of interaction between chemokines and their receptors."	"https://pubmed.ncbi.nlm.nih.gov/9289016/"
"M24B-P2-R-000159"	"24B"	"M24B-EVID-000159"	"PMID:16002730; PMID:36998150"	"PMID:16002730; PMID:36998150; https://pubmed.ncbi.nlm.nih.gov/36998150/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B300_PMID16002730_CCL7_CCR_pubmed.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B300_PMID36998150_CCL7_CCR3_pubmed.xml"	"36998150"	"PMC10413901"	"10.1177/17448069231169373"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B300_PMID36998150_CCL7_CCR3_pubmed.xml"	"Chemokine CCL7 mediates trigeminal neuropathic pain via CCR2/CCR3-ERK pathway in the trigeminal ganglion of mice."	"Lin-Peng Zhu; Meng-Lin Xu; Bao-Tong Yuan; Ling-Jie Ma; Yong-Jing Gao"	"2023"	"Molecular pain"	"Chemokine-mediated neuroinflammation plays an important role in the pathogenesis of neuropathic pain. The chemokine CC motif ligand 7 (CCL7) and its receptor CCR2 have been reported to contribute to neuropathic pain via astrocyte-microglial interaction in the spinal cord. Whether CCL7 in the trigeminal ganglion (TG) involves in trigeminal neuropathic pain and the involved mechanism remain largely unknown. The partial infraorbital nerve transection (pIONT) was used to induce trigeminal neuropathic pain in mice. The expression of Ccl7 , Ccr1 , Ccr2 , and Ccr3 was examined by real-time quantitative polymerase chain reaction. The distribution of CCL7, CCR2, and CCR3 was detected by immunofluorescence double-staining. The activation of extracellular signal-regulated kinase (ERK) was examined by Western blot and immunofluorescence. The effect of CCL7 on neuronal excitability was tested by whole-cell patch clamp recording. The effect of selective antagonists for CCR1, CCR2, and CCR3 on pain hypersensitivity was checked by behavioral testing. Ccl7 was persistently increased in neurons of TG after pIONT, and specific inhibition of CCL7 in the TG effectively relieved pIONT-induced orofacial mechanical allodynia. Intra-TG injection of recombinant CCL7 induced mechanical allodynia and increased the phosphorylation of ERK in the TG. Incubation of CCL7 with TG neurons also dose-dependently enhanced the neuronal excitability. Furthermore, pIONT increased the expression of CCL7 receptors Ccr1 , Ccr2 , and Ccr3 . The intra-TG injection of the specific antagonist of CCR2 or CCR3 but not of CCR1 alleviated pIONT-induced orofacial mechanical allodynia and reduced ERK activation. Immunostaining showed that CCR2 and CCR3 are expressed in TG neurons, and CCL7-induced hyperexcitability of TG neurons was decreased by antagonists of CCR2 or CCR3. CCL7 activates ERK in TG neurons via CCR2 and CCR3 to enhance neuronal excitability, which contributes to the maintenance of trigeminal neuropathic pain. CCL7-CCR2/CCR3-ERK pathway may be potential targets for treating trigeminal neuropathic pain."	"https://pubmed.ncbi.nlm.nih.gov/36998150/"
"M24B-P2-R-000163"	"24B"	"M24B-EVID-000163"	"PMID:22357843; PMID:25908590"	"PMID:22357843; PMID:25908590; https://pubmed.ncbi.nlm.nih.gov/25908590/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B301_PMID22357843_PTPRD_IL1RAP_pubmed.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B301_PMID25908590_PTPRD_IL1RAP_pubmed.xml"	"25908590"	"PMC4423211"	"10.1038/ncomms7926"	"resolved_authoritative_source_locator_pmid"	"one exact stable article URL identifier in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B301_PMID25908590_PTPRD_IL1RAP_pubmed.xml"	"Mechanisms of splicing-dependent trans-synaptic adhesion by PTPδ-IL1RAPL1/IL-1RAcP for synaptic differentiation."	"Atsushi Yamagata; Tomoyuki Yoshida; Yusuke Sato; Sakurako Goto-Ito; Takeshi Uemura; Asami Maeda; Tomoko Shiroshima; Shiho Iwasawa-Okamoto; Hisashi Mori; Masayoshi Mishina; Shuya Fukai"	"2015"	"Nature communications"	"Synapse formation is triggered through trans-synaptic interaction between pairs of pre- and postsynaptic adhesion molecules, the specificity of which depends on splice inserts known as 'splice-insert signaling codes'. Receptor protein tyrosine phosphatase δ (PTPδ) can bidirectionally induce pre- and postsynaptic differentiation of neurons by trans-synaptically binding to interleukin-1 receptor accessory protein (IL-1RAcP) and IL-1RAcP-like-1 (IL1RAPL1) in a splicing-dependent manner. Here, we report crystal structures of PTPδ in complex with IL1RAPL1 and IL-1RAcP. The first immunoglobulin-like (Ig) domain of IL1RAPL1 directly recognizes the first splice insert, which is critical for binding to IL1RAPL1. The second splice insert functions as an adjustable linker that positions the Ig2 and Ig3 domains of PTPδ for simultaneously interacting with the Ig1 domain of IL1RAPL1 or IL-1RAcP. We further identified the IL1RAPL1-specific interaction, which appears coupled to the first-splice-insert-mediated interaction. Our results thus reveal the decoding mechanism of splice-insert signaling codes for synaptic differentiation induced by trans-synaptic adhesion between PTPδ and IL1RAPL1/IL-1RAcP."	"https://pubmed.ncbi.nlm.nih.gov/25908590/"
"P2FALLBACK-20B-M20B-EVID-003934-P2-RELAY"	"20B"	"M20B-EVID-003934-P2-RELAY"	""	"PMID:17035243; DOI:10.1074/jbc.C600256200"	"17035243"	""	"10.1074/jbc.C600256200"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL17_batch121_pubmed_abstracts.xml"	"Act1 adaptor protein is an immediate and essential signaling component of interleukin-17 receptor."	"Seon Hee Chang; Heon Park; Chen Dong"	"2006"	"The Journal of biological chemistry"	"Interleukin (IL)-17, the founding member of the IL-17 cytokine family, is the hallmark of a novel subset of CD4+ T cells that is regulated by TGFbeta, IL-6, and IL-23. IL-17 plays an important role in promoting tissue inflammation in host defense against infection and in autoimmune diseases. Although IL-17 has been reported to regulate the expression of proinflammatory cytokines, chemokines, and matrix metalloproteinases, the signaling mechanism of IL-17 receptor has not been understood. An earlier study found that IL-17 activates NF-kappaB and MAPK pathways and requires TRAF6 to induce IL-6. However, it is unknown what molecule(s) directly associates with IL-17 receptor to initiate the signaling. We demonstrate here that IL-17 receptor family shares sequence homology in their intracellular region with Toll-IL-1 receptor (TIR) domains and with Act1, a novel adaptor previously reported as an NF-kappaB activator. MyD88 and IRAK4, downstream signaling components of TIR, are not required for IL-17 signaling. On the other hand, Act1 and IL-17 receptor directly associate likely via homotypic interaction. Deficiency of Act1 in fibroblast abrogates IL-17-induced cytokine and chemokine expression, as well as the induction of C/EBPbeta, C/EBPdelta, and IkappaBzeta. Also, absence of Act1 results in a selective defect in IL-17-induced activation of NF-kappaB pathway. These results thus indicate Act1 as a membrane-proximal adaptor of IL-17 receptor with an essential role in induction of inflammatory genes. Our study not only for the first time reveals an immediate signaling mechanism downstream of an IL-17 family receptor but also has implications in therapeutic treatment of various immune diseases."	"https://pubmed.ncbi.nlm.nih.gov/17035243/"
"P2FALLBACK-20B-M20B-EVID-004605-P2-DIRECT"	"20B"	"M20B-EVID-004605-P2-DIRECT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"23690594"	"PMC3677493"	"10.1073/pnas.1219004110"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"Rebecca C Meyer; Michelle M Giddens; Stacy A Schaefer; Randy A Hall"	"2013"	"Proceedings of the National Academy of Sciences of the United States of America"	"GPR37 (also known as Pael-R) and GPR37L1 are orphan G protein-coupled receptors that are almost exclusively expressed in the nervous system. We screened these receptors for potential activation by various orphan neuropeptides, and these screens yielded a single positive hit: prosaptide, which promoted the endocytosis of GPR37 and GPR37L1, bound to both receptors and activated signaling in a GPR37- and GPR37L1-dependent manner. Prosaptide stimulation of cells transfected with GPR37 or GPR37L1 induced the phosphorylation of ERK in a pertussis toxin-sensitive manner, stimulated (35)S-GTPγS binding, and promoted the inhibition of forskolin-stimulated cAMP production. Because prosaptide is the active fragment of the secreted neuroprotective and glioprotective factor prosaposin (also known as sulfated glycoprotein-1), we purified full-length prosaposin and found that it also stimulated GPR37 and GPR37L1 signaling. Moreover, both prosaptide and prosaposin were found to protect primary astrocytes against oxidative stress, with these protective effects being attenuated by siRNA-mediated knockdown of endogenous astrocytic GPR37 or GPR37L1. These data reveal that GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"https://pubmed.ncbi.nlm.nih.gov/23690594/"
